"Date","Price","Open","High","Low","Vol.","Change %"
"06/14/2022","1.260","1.260","1.270","1.260","561.92K","0.00%"
"06/13/2022","1.260","1.260","1.280","1.250","2.71M","-3.08%"
"06/10/2022","1.300","1.290","1.300","1.280","672.49K","0.00%"
"06/09/2022","1.300","1.270","1.300","1.260","1.48M","2.36%"
"06/08/2022","1.270","1.280","1.290","1.270","1.84M","-0.78%"
"06/07/2022","1.280","1.280","1.290","1.270","1.39M","-0.78%"
"06/06/2022","1.290","1.310","1.320","1.290","911.71K","-0.77%"
"06/03/2022","1.300","1.300","1.310","1.300","1.76M","-0.76%"
"06/02/2022","1.310","1.280","1.310","1.280","2.07M","1.55%"
"06/01/2022","1.290","1.270","1.290","1.270","1.50M","1.57%"
"05/31/2022","1.270","1.280","1.290","1.250","1.58M","0.00%"
"05/30/2022","1.270","1.270","1.280","1.270","750.56K","0.79%"
"05/27/2022","1.260","1.260","1.280","1.260","1.26M","0.80%"
"05/26/2022","1.250","1.240","1.260","1.240","902.72K","0.81%"
"05/25/2022","1.240","1.250","1.270","1.240","6.61M","-0.80%"
"05/24/2022","1.250","1.260","1.280","1.240","10.68M","0.00%"
"05/23/2022","1.250","1.280","1.290","1.240","3.58M","-3.85%"
"05/20/2022","1.300","1.300","1.330","1.270","5.21M","0.00%"
"05/19/2022","1.300","1.310","1.320","1.300","4.34M","-2.99%"
"05/18/2022","1.340","1.370","1.370","1.330","1.73M","-2.19%"
"05/17/2022","1.370","1.340","1.380","1.330","3.41M","3.79%"
"05/13/2022","1.320","1.350","1.350","1.300","3.18M","2.33%"
"05/12/2022","1.290","1.370","1.370","1.270","5.77M","-4.44%"
"05/11/2022","1.350","1.370","1.380","1.350","3.98M","-1.46%"
"05/10/2022","1.370","1.380","1.390","1.350","5.63M","-1.44%"
"05/09/2022","1.390","1.400","1.420","1.380","8.47M","-1.42%"
"05/06/2022","1.410","1.410","1.430","1.390","4.44M","-0.70%"
"05/05/2022","1.420","1.400","1.450","1.380","18.76M","2.16%"
"04/29/2022","1.390","1.380","1.400","1.370","4.41M","0.72%"
"04/28/2022","1.380","1.390","1.400","1.380","2.59M","-0.72%"
"04/27/2022","1.390","1.360","1.390","1.360","2.78M","1.46%"
"04/25/2022","1.370","1.370","1.430","1.370","25.08M","-0.72%"
"04/22/2022","1.380","1.350","1.390","1.330","5.48M","2.99%"
"04/21/2022","1.340","1.330","1.350","1.320","4.95M","0.75%"
"04/20/2022","1.330","1.360","1.380","1.330","4.92M","-2.92%"
"04/19/2022","1.370","1.370","1.390","1.350","5.21M","-0.72%"
"04/18/2022","1.380","1.430","1.460","1.370","13.26M","-3.50%"
"04/15/2022","1.430","1.360","1.440","1.350","13.75M","4.38%"
"04/14/2022","1.370","1.340","1.380","1.300","12.66M","3.01%"
"04/13/2022","1.330","1.390","1.390","1.310","4.91M","-3.62%"
"04/12/2022","1.380","1.470","1.470","1.370","24.46M","-3.50%"
"04/11/2022","1.430","1.260","1.430","1.260","49.32M","14.40%"
"04/08/2022","1.250","1.250","1.280","1.250","5.27M","0.81%"
"04/07/2022","1.240","1.240","1.260","1.240","5.49M","0.00%"
"04/06/2022","1.240","1.260","1.260","1.230","5.36M","-1.59%"
"04/05/2022","1.260","1.260","1.270","1.250","448.37K","0.00%"
"04/04/2022","1.260","1.280","1.280","1.250","2.80M","-2.33%"
"04/01/2022","1.290","1.270","1.290","1.260","676.54K","1.57%"
"03/31/2022","1.270","1.280","1.290","1.260","4.75M","0.79%"
"03/30/2022","1.260","1.270","1.280","1.260","2.14M","0.00%"
"03/29/2022","1.260","1.250","1.290","1.240","12.37M","1.61%"
"03/28/2022","1.240","1.230","1.240","1.210","3.81M","0.81%"
"03/25/2022","1.230","1.220","1.230","1.220","304.48K","0.82%"
"03/24/2022","1.220","1.230","1.240","1.220","2.55M","-0.81%"
"03/23/2022","1.230","1.240","1.250","1.210","4.62M","-1.60%"
"03/22/2022","1.250","1.270","1.270","1.250","4.29M","-2.34%"
"03/21/2022","1.280","1.260","1.280","1.250","6.15M","2.40%"
"03/18/2022","1.250","1.240","1.250","1.230","1.07M","0.81%"
"03/17/2022","1.240","1.240","1.260","1.240","1.17M","0.00%"
"03/16/2022","1.240","1.240","1.240","1.230","583.74K","0.81%"
"03/15/2022","1.230","1.240","1.240","1.230","1.22M","-1.60%"
"03/14/2022","1.250","1.250","1.250","1.230","1.26M","0.00%"
"03/11/2022","1.250","1.250","1.250","1.240","607.90K","0.00%"
"03/10/2022","1.250","1.260","1.260","1.250","1.44M","-0.79%"
"03/09/2022","1.260","1.240","1.280","1.240","6.36M","2.44%"
"03/08/2022","1.230","1.220","1.250","1.220","2.04M","0.82%"
"03/07/2022","1.220","1.270","1.270","1.210","12.07M","-3.17%"
"03/04/2022","1.260","1.260","1.270","1.260","1.58M","-1.56%"
"03/03/2022","1.280","1.270","1.290","1.260","2.88M","0.00%"
"03/02/2022","1.280","1.250","1.290","1.250","7.43M","3.23%"
"03/01/2022","1.240","1.240","1.250","1.230","1.49M","0.81%"
"02/28/2022","1.230","1.210","1.250","1.210","1.21M","1.65%"
"02/25/2022","1.210","1.210","1.220","1.210","1.08M","0.83%"
"02/24/2022","1.200","1.230","1.230","1.190","3.39M","-2.44%"
"02/23/2022","1.230","1.240","1.240","1.230","322.53K","-0.81%"
"02/22/2022","1.240","1.230","1.240","1.230","715.76K","0.81%"
"02/21/2022","1.230","1.250","1.250","1.230","399.32K","-0.81%"
"02/18/2022","1.240","1.240","1.250","1.240","429.62K","-0.80%"
"02/17/2022","1.250","1.240","1.250","1.230","1.55M","0.81%"
"02/16/2022","1.240","1.240","1.260","1.240","1.52M","-0.80%"
"02/15/2022","1.250","1.230","1.250","1.230","1.98M","1.63%"
"02/14/2022","1.230","1.250","1.250","1.230","761.25K","-2.38%"
"02/11/2022","1.260","1.260","1.270","1.250","4.21M","0.00%"
"02/10/2022","1.260","1.250","1.270","1.250","2.31M","0.80%"
"02/09/2022","1.250","1.250","1.260","1.250","1.02M","0.00%"
"02/08/2022","1.250","1.250","1.260","1.240","1.49M","-0.79%"
"02/07/2022","1.260","1.230","1.270","1.230","712.69K","1.61%"
"02/04/2022","1.240","1.240","1.250","1.240","1.57M","-0.80%"
"02/03/2022","1.250","1.250","1.250","1.240","1.59M","-0.79%"
"02/02/2022","1.260","1.240","1.260","1.240","4.00M","0.80%"
"02/01/2022","1.250","1.240","1.250","1.240","2.04M","0.00%"
"01/31/2022","1.250","1.240","1.250","1.240","1.51M","0.81%"
"01/28/2022","1.240","1.250","1.260","1.240","2.17M","-0.80%"
"01/27/2022","1.250","1.240","1.260","1.220","6.15M","0.81%"
"01/26/2022","1.240","1.270","1.270","1.240","6.27M","-2.36%"
"01/25/2022","1.270","1.300","1.300","1.250","10.40M","-2.31%"
"01/24/2022","1.300","1.300","1.300","1.280","4.00M","-0.76%"
"01/21/2022","1.310","1.310","1.320","1.300","753.52K","0.00%"
"01/20/2022","1.310","1.300","1.320","1.290","6.47M","1.55%"
"01/19/2022","1.290","1.260","1.300","1.250","4.82M","2.38%"
"01/18/2022","1.260","1.220","1.260","1.220","3.43M","2.44%"
"01/17/2022","1.230","1.250","1.260","1.210","4.23M","-0.81%"
"01/14/2022","1.240","1.250","1.250","1.240","1.39M","-0.80%"
"01/13/2022","1.250","1.240","1.250","1.240","385.40K","0.00%"
"01/12/2022","1.250","1.260","1.260","1.240","2.41M","0.00%"
"01/11/2022","1.250","1.270","1.280","1.240","3.91M","-1.57%"
"01/10/2022","1.270","1.290","1.290","1.250","4.39M","-1.55%"
"01/07/2022","1.290","1.260","1.290","1.260","1.12M","2.38%"
"01/06/2022","1.260","1.290","1.290","1.260","2.06M","-0.79%"
"01/05/2022","1.270","1.300","1.300","1.270","5.10M","-2.31%"
"01/04/2022","1.300","1.330","1.330","1.270","6.94M","-1.52%"
"01/03/2022","1.320","1.310","1.320","1.300","2.05M","0.00%"
